,close,high,low,open,time,volumefrom,volumeto
0,0.0,0.0,0.0,0.0,2012-12-22 08:00:00,0.0,0.0
1,0.0,0.0,0.0,0.0,2012-12-23 08:00:00,0.0,0.0
2,0.0,0.0,0.0,0.0,2012-12-24 08:00:00,0.0,0.0
3,0.0,0.0,0.0,0.0,2012-12-25 08:00:00,0.0,0.0
4,0.0,0.0,0.0,0.0,2012-12-26 08:00:00,0.0,0.0
5,0.0,0.0,0.0,0.0,2012-12-27 08:00:00,0.0,0.0
6,0.0,0.0,0.0,0.0,2012-12-28 08:00:00,0.0,0.0
7,0.0,0.0,0.0,0.0,2012-12-29 08:00:00,0.0,0.0
8,0.0,0.0,0.0,0.0,2012-12-30 08:00:00,0.0,0.0
9,0.0,0.0,0.0,0.0,2012-12-31 08:00:00,0.0,0.0
10,0.0,0.0,0.0,0.0,2013-01-01 08:00:00,0.0,0.0
11,0.0,0.0,0.0,0.0,2013-01-02 08:00:00,0.0,0.0
12,0.0,0.0,0.0,0.0,2013-01-03 08:00:00,0.0,0.0
13,0.0,0.0,0.0,0.0,2013-01-04 08:00:00,0.0,0.0
14,0.0,0.0,0.0,0.0,2013-01-05 08:00:00,0.0,0.0
15,0.0,0.0,0.0,0.0,2013-01-06 08:00:00,0.0,0.0
16,0.0,0.0,0.0,0.0,2013-01-07 08:00:00,0.0,0.0
17,0.0,0.0,0.0,0.0,2013-01-08 08:00:00,0.0,0.0
18,0.0,0.0,0.0,0.0,2013-01-09 08:00:00,0.0,0.0
19,0.0,0.0,0.0,0.0,2013-01-10 08:00:00,0.0,0.0
20,0.0,0.0,0.0,0.0,2013-01-11 08:00:00,0.0,0.0
21,0.0,0.0,0.0,0.0,2013-01-12 08:00:00,0.0,0.0
22,0.0,0.0,0.0,0.0,2013-01-13 08:00:00,0.0,0.0
23,0.0,0.0,0.0,0.0,2013-01-14 08:00:00,0.0,0.0
24,0.0,0.0,0.0,0.0,2013-01-15 08:00:00,0.0,0.0
25,0.0,0.0,0.0,0.0,2013-01-16 08:00:00,0.0,0.0
26,0.0,0.0,0.0,0.0,2013-01-17 08:00:00,0.0,0.0
27,0.0,0.0,0.0,0.0,2013-01-18 08:00:00,0.0,0.0
28,0.0,0.0,0.0,0.0,2013-01-19 08:00:00,0.0,0.0
29,0.0,0.0,0.0,0.0,2013-01-20 08:00:00,0.0,0.0
30,0.0,0.0,0.0,0.0,2013-01-21 08:00:00,0.0,0.0
31,0.0,0.0,0.0,0.0,2013-01-22 08:00:00,0.0,0.0
32,0.0,0.0,0.0,0.0,2013-01-23 08:00:00,0.0,0.0
33,0.0,0.0,0.0,0.0,2013-01-24 08:00:00,0.0,0.0
34,0.0,0.0,0.0,0.0,2013-01-25 08:00:00,0.0,0.0
35,0.0,0.0,0.0,0.0,2013-01-26 08:00:00,0.0,0.0
36,0.0,0.0,0.0,0.0,2013-01-27 08:00:00,0.0,0.0
37,0.0,0.0,0.0,0.0,2013-01-28 08:00:00,0.0,0.0
38,0.0,0.0,0.0,0.0,2013-01-29 08:00:00,0.0,0.0
39,0.0,0.0,0.0,0.0,2013-01-30 08:00:00,0.0,0.0
40,0.0,0.0,0.0,0.0,2013-01-31 08:00:00,0.0,0.0
41,0.0,0.0,0.0,0.0,2013-02-01 08:00:00,0.0,0.0
42,0.0,0.0,0.0,0.0,2013-02-02 08:00:00,0.0,0.0
43,0.0,0.0,0.0,0.0,2013-02-03 08:00:00,0.0,0.0
44,0.0,0.0,0.0,0.0,2013-02-04 08:00:00,0.0,0.0
45,0.0,0.0,0.0,0.0,2013-02-05 08:00:00,0.0,0.0
46,0.0,0.0,0.0,0.0,2013-02-06 08:00:00,0.0,0.0
47,0.0,0.0,0.0,0.0,2013-02-07 08:00:00,0.0,0.0
48,0.0,0.0,0.0,0.0,2013-02-08 08:00:00,0.0,0.0
49,0.0,0.0,0.0,0.0,2013-02-09 08:00:00,0.0,0.0
50,0.0,0.0,0.0,0.0,2013-02-10 08:00:00,0.0,0.0
51,0.0,0.0,0.0,0.0,2013-02-11 08:00:00,0.0,0.0
52,0.0,0.0,0.0,0.0,2013-02-12 08:00:00,0.0,0.0
53,0.0,0.0,0.0,0.0,2013-02-13 08:00:00,0.0,0.0
54,0.0,0.0,0.0,0.0,2013-02-14 08:00:00,0.0,0.0
55,0.0,0.0,0.0,0.0,2013-02-15 08:00:00,0.0,0.0
56,0.0,0.0,0.0,0.0,2013-02-16 08:00:00,0.0,0.0
57,0.0,0.0,0.0,0.0,2013-02-17 08:00:00,0.0,0.0
58,0.0,0.0,0.0,0.0,2013-02-18 08:00:00,0.0,0.0
59,0.0,0.0,0.0,0.0,2013-02-19 08:00:00,0.0,0.0
60,0.0,0.0,0.0,0.0,2013-02-20 08:00:00,0.0,0.0
61,0.0,0.0,0.0,0.0,2013-02-21 08:00:00,0.0,0.0
62,0.0,0.0,0.0,0.0,2013-02-22 08:00:00,0.0,0.0
63,0.0,0.0,0.0,0.0,2013-02-23 08:00:00,0.0,0.0
64,0.0,0.0,0.0,0.0,2013-02-24 08:00:00,0.0,0.0
65,0.0,0.0,0.0,0.0,2013-02-25 08:00:00,0.0,0.0
66,0.0,0.0,0.0,0.0,2013-02-26 08:00:00,0.0,0.0
67,0.0,0.0,0.0,0.0,2013-02-27 08:00:00,0.0,0.0
68,0.0,0.0,0.0,0.0,2013-02-28 08:00:00,0.0,0.0
69,0.0,0.0,0.0,0.0,2013-03-01 08:00:00,0.0,0.0
70,0.0,0.0,0.0,0.0,2013-03-02 08:00:00,0.0,0.0
71,0.0,0.0,0.0,0.0,2013-03-03 08:00:00,0.0,0.0
72,0.0,0.0,0.0,0.0,2013-03-04 08:00:00,0.0,0.0
73,0.0,0.0,0.0,0.0,2013-03-05 08:00:00,0.0,0.0
74,0.0,0.0,0.0,0.0,2013-03-06 08:00:00,0.0,0.0
75,0.0,0.0,0.0,0.0,2013-03-07 08:00:00,0.0,0.0
76,0.0,0.0,0.0,0.0,2013-03-08 08:00:00,0.0,0.0
77,0.0,0.0,0.0,0.0,2013-03-09 08:00:00,0.0,0.0
